Date,Ticker,Open,High,Low,Close,Volume
2022-09-16,FAMSFF.MI,100.0,100.0,100.0,100.0,0
2022-09-20,FAMSFF.MI,99.1449966430664,99.1449966430664,99.1449966430664,99.1449966430664,0
2022-09-21,FAMSFF.MI,99.1520004272461,99.1520004272461,99.1520004272461,99.1520004272461,0
2022-09-22,FAMSFF.MI,98.70600128173828,98.70600128173828,98.70600128173828,98.70600128173828,0
2022-09-23,FAMSFF.MI,98.28600311279297,98.28600311279297,98.28600311279297,98.28600311279297,0
2022-09-26,FAMSFF.MI,97.9739990234375,97.9739990234375,97.9739990234375,97.9739990234375,0
2022-09-27,FAMSFF.MI,97.39099884033203,97.39099884033203,97.39099884033203,97.39099884033203,0
2022-09-28,FAMSFF.MI,97.38400268554688,97.38400268554688,97.38400268554688,97.38400268554688,0
2022-09-29,FAMSFF.MI,97.10199737548828,97.10199737548828,97.10199737548828,97.10199737548828,0
2022-09-30,FAMSFF.MI,97.4729995727539,97.4729995727539,97.4729995727539,97.4729995727539,0
2022-10-03,FAMSFF.MI,98.35800170898438,98.35800170898438,98.35800170898438,98.35800170898438,0
2022-10-04,FAMSFF.MI,98.78900146484375,98.78900146484375,98.78900146484375,98.78900146484375,0
2022-10-05,FAMSFF.MI,98.17500305175781,98.17500305175781,98.17500305175781,98.17500305175781,0
2022-10-06,FAMSFF.MI,97.77100372314453,97.77100372314453,97.77100372314453,97.77100372314453,0
2022-10-07,FAMSFF.MI,97.28299713134766,97.28299713134766,97.28299713134766,97.28299713134766,0
2022-10-10,FAMSFF.MI,97.83999633789062,97.83999633789062,97.02999877929688,97.02999877929688,8
2022-10-11,FAMSFF.MI,97.33999633789062,97.33999633789062,97.05999755859375,97.05999755859375,5
2022-10-12,FAMSFF.MI,97.05999755859375,97.05999755859375,97.05999755859375,97.05999755859375,0
2022-10-13,FAMSFF.MI,97.05999755859375,97.05999755859375,97.05999755859375,97.05999755859375,0
2022-10-14,FAMSFF.MI,97.41000366210938,97.41000366210938,96.51000213623047,96.51000213623047,155
2022-10-17,FAMSFF.MI,96.51000213623047,96.51000213623047,96.51000213623047,96.51000213623047,0
2022-10-18,FAMSFF.MI,96.51000213623047,96.51000213623047,96.51000213623047,96.51000213623047,0
2022-10-19,FAMSFF.MI,96.51000213623047,96.51000213623047,96.51000213623047,96.51000213623047,0
2022-10-20,FAMSFF.MI,96.51000213623047,96.51000213623047,96.51000213623047,96.51000213623047,0
2022-10-21,FAMSFF.MI,96.11000061035156,96.19000244140625,96.11000061035156,96.19000244140625,102
2022-10-24,FAMSFF.MI,96.19000244140625,96.19000244140625,96.19000244140625,96.19000244140625,0
2022-10-25,FAMSFF.MI,96.19000244140625,96.19000244140625,96.19000244140625,96.19000244140625,0
2022-10-26,FAMSFF.MI,97.43000030517578,97.56999969482422,97.43000030517578,97.56999969482422,50
2022-10-27,FAMSFF.MI,97.56999969482422,97.56999969482422,97.56999969482422,97.56999969482422,0
2022-10-28,FAMSFF.MI,97.56999969482422,97.56999969482422,97.56999969482422,97.56999969482422,0
2022-10-31,FAMSFF.MI,97.56999969482422,97.56999969482422,97.56999969482422,97.56999969482422,0
2022-11-01,FAMSFF.MI,97.56999969482422,97.56999969482422,97.56999969482422,97.56999969482422,0
2022-11-02,FAMSFF.MI,97.56999969482422,97.56999969482422,97.56999969482422,97.56999969482422,0
2022-11-03,FAMSFF.MI,97.56999969482422,97.56999969482422,97.56999969482422,97.56999969482422,0
2022-11-04,FAMSFF.MI,97.56999969482422,97.56999969482422,97.56999969482422,97.56999969482422,0
2022-11-07,FAMSFF.MI,97.7300033569336,98.1500015258789,97.7300033569336,97.79000091552734,1761
2022-11-08,FAMSFF.MI,97.79000091552734,97.79000091552734,97.79000091552734,97.79000091552734,0
2022-11-09,FAMSFF.MI,97.79000091552734,97.79000091552734,97.79000091552734,97.79000091552734,0
2022-11-10,FAMSFF.MI,98.44000244140625,99.87999725341797,98.44000244140625,99.87999725341797,285
2022-11-11,FAMSFF.MI,99.87999725341797,99.87999725341797,99.87999725341797,99.87999725341797,0
2022-11-14,FAMSFF.MI,99.87999725341797,99.87999725341797,99.87999725341797,99.87999725341797,0
2022-11-15,FAMSFF.MI,99.94000244140625,99.94000244140625,99.66999816894531,99.66999816894531,17
2022-11-16,FAMSFF.MI,99.97000122070312,100.18000030517578,99.97000122070312,100.02999877929688,400
2022-11-17,FAMSFF.MI,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,0
2022-11-18,FAMSFF.MI,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,0
2022-11-21,FAMSFF.MI,100.41000366210938,100.41000366210938,100.31999969482422,100.31999969482422,101
2022-11-22,FAMSFF.MI,100.31999969482422,100.31999969482422,100.31999969482422,100.31999969482422,0
2022-11-23,FAMSFF.MI,100.31999969482422,100.31999969482422,100.31999969482422,100.31999969482422,0
