dt,open,high,low,close,adj_close,volume,ticker
2025-09-10,10.755999565124512,10.84000015258789,10.755999565124512,10.821999549865723,10.821999549865723,275,EDEF.DE
2025-09-11,10.793999671936035,11.083999633789062,10.793999671936035,11.083999633789062,11.083999633789062,4102,EDEF.DE
2025-09-12,11.118000030517578,11.163999557495117,11.109999656677246,11.156000137329102,11.156000137329102,2335,EDEF.DE
2025-09-15,11.22599983215332,11.371999740600586,11.22599983215332,11.371999740600586,11.371999740600586,642,EDEF.DE
2025-09-16,11.42199993133545,11.437999725341797,11.180000305175781,11.180000305175781,11.180000305175781,11690,EDEF.DE
2025-09-17,11.26200008392334,11.26200008392334,11.050000190734863,11.050000190734863,11.050000190734863,2016,EDEF.DE
2025-09-18,11.145999908447266,11.145999908447266,11.04800033569336,11.11400032043457,11.11400032043457,1483,EDEF.DE
2025-09-19,11.166000366210938,11.182000160217285,11.10200023651123,11.182000160217285,11.182000160217285,2,EDEF.DE
2025-09-22,11.239999771118164,11.366000175476074,11.239999771118164,11.366000175476074,11.366000175476074,3364,EDEF.DE
2025-09-23,11.34000015258789,11.34000015258789,11.260000228881836,11.260000228881836,11.260000228881836,3822,EDEF.DE
2025-09-24,11.444000244140625,11.496000289916992,11.40999984741211,11.496000289916992,11.496000289916992,4857,EDEF.DE
2025-09-25,11.387999534606934,11.522000312805176,11.36400032043457,11.484000205993652,11.484000205993652,5308,EDEF.DE
2025-09-26,11.522000312805176,11.571999549865723,11.489999771118164,11.571999549865723,11.571999549865723,2399,EDEF.DE
2025-09-29,11.616000175476074,11.720000267028809,11.600000381469727,11.704000473022461,11.704000473022461,1785,EDEF.DE
2025-09-30,11.70199966430664,11.772000312805176,11.630000114440918,11.772000312805176,11.772000312805176,2907,EDEF.DE
2025-10-01,11.699999809265137,11.722000122070312,11.607999801635742,11.715999603271484,11.715999603271484,9062,EDEF.DE
2025-10-02,11.82800006866455,11.92199993133545,11.793999671936035,11.883999824523926,11.883999824523926,12943,EDEF.DE
2025-10-03,11.92199993133545,12.003999710083008,11.904000282287598,11.904000282287598,11.904000282287598,13510,EDEF.DE
2025-10-06,11.883999824523926,11.883999824523926,11.673999786376953,11.673999786376953,11.673999786376953,12860,EDEF.DE
2025-10-07,11.576000213623047,11.673999786376953,11.576000213623047,11.644000053405762,11.644000053405762,10265,EDEF.DE
2025-10-08,11.760000228881836,11.854000091552734,11.760000228881836,11.84000015258789,11.84000015258789,8222,EDEF.DE
2025-10-09,11.73799991607666,11.76200008392334,11.729999542236328,11.741999626159668,11.741999626159668,7169,EDEF.DE
2025-10-10,11.739999771118164,11.739999771118164,11.305999755859375,11.477999687194824,11.477999687194824,12645,EDEF.DE
2025-10-13,11.5,11.5,11.366000175476074,11.442000389099121,11.442000389099121,8466,EDEF.DE
2025-10-14,11.336000442504883,11.354000091552734,11.137999534606934,11.354000091552734,11.354000091552734,351,EDEF.DE
2025-10-15,11.324000358581543,11.324000358581543,11.079999923706055,11.079999923706055,11.079999923706055,1814,EDEF.DE
2025-10-16,11.0,11.210000038146973,11.0,11.20199966430664,11.20199966430664,11363,EDEF.DE
2025-10-17,10.850000381469727,10.869999885559082,10.73799991607666,10.788000106811523,10.788000106811523,10633,EDEF.DE
2025-10-20,10.930000305175781,11.145999908447266,10.930000305175781,11.144000053405762,11.144000053405762,5534,EDEF.DE
2025-10-21,11.145999908447266,11.27400016784668,11.145999908447266,11.27400016784668,11.27400016784668,4982,EDEF.DE
2025-10-22,11.454000473022461,11.454000473022461,11.208000183105469,11.208000183105469,11.208000183105469,7365,EDEF.DE
2025-10-23,11.378000259399414,11.505999565124512,11.27400016784668,11.27400016784668,11.27400016784668,5333,EDEF.DE
2025-10-24,11.34000015258789,11.34000015258789,11.253999710083008,11.315999984741211,11.315999984741211,7078,EDEF.DE
2025-10-27,11.329999923706055,11.329999923706055,11.215999603271484,11.260000228881836,11.260000228881836,1345,EDEF.DE
2025-10-28,11.157999992370605,11.338000297546387,11.157999992370605,11.315999984741211,11.315999984741211,3973,EDEF.DE
2025-10-29,11.307999610900879,11.307999610900879,11.21399974822998,11.241999626159668,11.241999626159668,2213,EDEF.DE
2025-10-30,11.196000099182129,11.196000099182129,11.15999984741211,11.15999984741211,11.15999984741211,751,EDEF.DE
2025-10-31,11.13599967956543,11.234000205993652,11.13599967956543,11.22599983215332,11.22599983215332,4534,EDEF.DE
2025-11-03,11.314000129699707,11.343999862670898,11.244000434875488,11.343999862670898,11.343999862670898,7613,EDEF.DE
2025-11-04,11.1899995803833,11.197999954223633,11.142000198364258,11.197999954223633,11.197999954223633,1765,EDEF.DE
2025-11-05,11.097999572753906,11.104000091552734,11.034000396728516,11.088000297546387,11.088000297546387,173,EDEF.DE
2025-11-06,11.11400032043457,11.11400032043457,10.92199993133545,10.92199993133545,10.92199993133545,10085,EDEF.DE
2025-11-07,10.89799976348877,10.998000144958496,10.89799976348877,10.991999626159668,10.991999626159668,4206,EDEF.DE
2025-11-10,11.206000328063965,11.220000267028809,11.140000343322754,11.173999786376953,11.173999786376953,2535,EDEF.DE
2025-11-11,11.057999610900879,11.09000015258789,10.982000350952148,11.050000190734863,11.050000190734863,5621,EDEF.DE
2025-11-12,11.083999633789062,11.119999885559082,11.027999877929688,11.050000190734863,11.050000190734863,597,EDEF.DE
2025-11-13,11.052000045776367,11.163999557495117,11.052000045776367,11.088000297546387,11.088000297546387,2693,EDEF.DE
2025-11-14,10.95199966430664,10.95199966430664,10.734000205993652,10.934000015258789,10.934000015258789,3866,EDEF.DE
2025-11-17,11.02400016784668,11.10200023651123,10.973999977111816,10.973999977111816,10.973999977111816,2661,EDEF.DE
2025-11-18,10.831999778747559,10.918000221252441,10.751999855041504,10.788000106811523,10.788000106811523,7067,EDEF.DE
2025-11-19,10.795999526977539,10.800000190734863,10.4399995803833,10.5,10.5,4245,EDEF.DE
2025-11-20,10.645999908447266,10.779999732971191,10.628000259399414,10.628000259399414,10.628000259399414,1129,EDEF.DE
2025-11-21,10.407999992370605,10.407999992370605,10.208000183105469,10.21399974822998,10.21399974822998,4162,EDEF.DE
2025-11-24,10.095999717712402,10.152000427246094,9.977999687194824,9.977999687194824,9.977999687194824,6775,EDEF.DE
2025-11-25,10.043999671936035,10.119999885559082,10.005999565124512,10.074000358581543,10.074000358581543,7161,EDEF.DE
2025-11-26,10.21399974822998,10.215999603271484,10.105999946594238,10.215999603271484,10.215999603271484,6678,EDEF.DE
2025-11-27,10.295999526977539,10.303999900817871,10.234000205993652,10.293999671936035,10.293999671936035,1344,EDEF.DE
2025-11-28,10.276000022888184,10.307999610900879,10.272000312805176,10.272000312805176,10.272000312805176,2955,EDEF.DE
2025-12-01,10.067999839782715,10.067999839782715,9.824000358581543,9.965999603271484,9.965999603271484,7301,EDEF.DE
2025-12-02,9.968000411987305,10.118000030517578,9.930000305175781,10.07800006866455,10.07800006866455,3850,EDEF.DE
2025-12-03,10.20199966430664,10.263999938964844,10.149999618530273,10.241999626159668,10.241999626159668,2985,EDEF.DE
2025-12-04,10.284000396728516,10.347999572753906,10.260000228881836,10.347999572753906,10.347999572753906,613,EDEF.DE
2025-12-05,10.425999641418457,10.470000267028809,10.35200023651123,10.35200023651123,10.35200023651123,500,EDEF.DE
2025-12-08,10.425999641418457,10.550000190734863,10.425999641418457,10.529999732971191,10.529999732971191,4135,EDEF.DE
