Date,open,high,low,close,adj_close,volume,ticker
2025-06-06,16.90399932861328,16.90399932861328,16.79400062561035,16.66200065612793,16.66200065612793,132,EDEF.MI
2025-06-09,16.534000396728516,16.534000396728516,16.534000396728516,16.233999252319336,16.233999252319336,650,EDEF.MI
2025-06-10,15.902000427246094,15.902000427246094,15.902000427246094,15.531999588012695,15.531999588012695,4,EDEF.MI
2025-06-11,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,0,EDEF.MI
2025-06-12,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,0,EDEF.MI
2025-06-13,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,0,EDEF.MI
2025-06-16,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,0,EDEF.MI
2025-06-17,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,15.531999588012695,0,EDEF.MI
2025-06-18,15.965999603271484,15.965999603271484,15.965999603271484,15.881999969482422,15.881999969482422,1240,EDEF.MI
2025-06-19,15.881999969482422,15.881999969482422,15.881999969482422,15.881999969482422,15.881999969482422,0,EDEF.MI
2025-06-20,15.869999885559082,15.869999885559082,15.869999885559082,15.805999755859375,15.805999755859375,250,EDEF.MI
2025-06-23,15.805999755859375,15.805999755859375,15.805999755859375,15.805999755859375,15.805999755859375,0,EDEF.MI
2025-06-24,15.805999755859375,15.805999755859375,15.805999755859375,15.805999755859375,15.805999755859375,0,EDEF.MI
2025-06-25,15.805999755859375,15.805999755859375,15.805999755859375,15.805999755859375,15.805999755859375,0,EDEF.MI
2025-06-26,16.285999298095703,16.285999298095703,16.285999298095703,16.639999389648438,16.639999389648438,8,EDEF.MI
2025-06-27,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,0,EDEF.MI
2025-06-30,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,0,EDEF.MI
2025-07-01,16.29199981689453,16.29199981689453,16.29199981689453,15.970000267028809,15.970000267028809,62,EDEF.MI
2025-07-02,15.970000267028809,15.970000267028809,15.970000267028809,15.970000267028809,15.970000267028809,0,EDEF.MI
2025-07-03,15.883999824523926,15.883999824523926,15.883999824523926,15.850000381469727,15.850000381469727,61,EDEF.MI
2025-07-04,15.942000389099121,15.942000389099121,15.942000389099121,15.90999984741211,15.90999984741211,635,EDEF.MI
2025-07-07,16.152000427246094,16.152000427246094,16.152000427246094,16.11199951171875,16.11199951171875,300,EDEF.MI
