Date,open,high,low,close,adj_close,volume,ticker
2025-07-08,16.190000534057617,16.29199981689453,16.11199951171875,16.083999633789062,16.083999633789062,1875,EDEF.MI
2025-07-09,16.256000518798828,16.256000518798828,16.073999404907227,16.11199951171875,16.11199951171875,765,EDEF.MI
2025-07-10,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-07-11,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-07-14,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-07-15,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-07-16,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-07-17,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-07-18,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-07-21,16.610000610351562,16.610000610351562,16.610000610351562,16.579999923706055,16.579999923706055,180,EDEF.MI
2025-07-22,17.0,17.0,17.0,16.191999435424805,16.191999435424805,5,EDEF.MI
2025-07-23,16.191999435424805,16.191999435424805,16.191999435424805,16.191999435424805,16.191999435424805,0,EDEF.MI
2025-07-24,16.479999542236328,16.483999252319336,16.479999542236328,16.18000030517578,16.18000030517578,692,EDEF.MI
2025-07-25,16.18000030517578,16.18000030517578,16.18000030517578,16.18000030517578,16.18000030517578,0,EDEF.MI
2025-07-28,16.18000030517578,16.18000030517578,16.18000030517578,16.18000030517578,16.18000030517578,0,EDEF.MI
2025-07-29,14.970000267028809,15.87600040435791,14.970000267028809,16.260000228881836,16.260000228881836,400,EDEF.MI
2025-07-30,16.170000076293945,16.170000076293945,16.170000076293945,16.09000015258789,16.09000015258789,130,EDEF.MI
2025-07-31,16.09000015258789,16.09000015258789,16.09000015258789,16.09000015258789,16.09000015258789,0,EDEF.MI
2025-08-01,16.899999618530273,16.899999618530273,16.170000076293945,15.833999633789062,15.833999633789062,300,EDEF.MI
2025-08-04,15.994000434875488,15.994000434875488,15.994000434875488,16.055999755859375,16.055999755859375,635,EDEF.MI
2025-08-05,16.055999755859375,16.055999755859375,16.055999755859375,16.055999755859375,16.055999755859375,0,EDEF.MI
2025-08-06,16.055999755859375,16.055999755859375,16.055999755859375,16.055999755859375,16.055999755859375,0,EDEF.MI
2025-08-07,16.055999755859375,16.055999755859375,16.055999755859375,16.055999755859375,16.055999755859375,0,EDEF.MI
2025-08-08,15.685999870300293,15.685999870300293,15.534000396728516,15.392000198364258,15.392000198364258,3505,EDEF.MI
2025-08-11,15.272000312805176,15.272000312805176,15.272000312805176,15.21399974822998,15.21399974822998,3,EDEF.MI
2025-08-12,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-13,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-14,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-18,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-19,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-20,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-21,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-22,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-25,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-26,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-27,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,15.21399974822998,0,EDEF.MI
2025-08-28,15.968000411987305,15.968000411987305,15.968000411987305,15.77400016784668,15.77400016784668,23,EDEF.MI
2025-08-29,15.77400016784668,15.77400016784668,15.77400016784668,15.77400016784668,15.77400016784668,0,EDEF.MI
2025-09-01,16.073999404907227,16.073999404907227,16.073999404907227,16.038000106811523,16.038000106811523,312,EDEF.MI
2025-09-02,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,0,EDEF.MI
2025-09-03,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,0,EDEF.MI
2025-09-04,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,0,EDEF.MI
2025-09-05,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,0,EDEF.MI
2025-09-08,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,0,EDEF.MI
2025-09-09,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,16.038000106811523,0,EDEF.MI
2025-09-10,16.195999145507812,16.195999145507812,16.110000610351562,16.11199951171875,16.11199951171875,16,EDEF.MI
2025-09-11,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-09-12,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,16.11199951171875,0,EDEF.MI
2025-09-15,16.964000701904297,16.964000701904297,16.964000701904297,17.091999053955078,17.091999053955078,118,EDEF.MI
2025-09-16,17.091999053955078,17.091999053955078,17.091999053955078,17.091999053955078,17.091999053955078,0,EDEF.MI
2025-09-17,16.100000381469727,17.209999084472656,16.100000381469727,16.91200065612793,16.91200065612793,64,EDEF.MI
2025-09-18,16.91200065612793,16.91200065612793,16.91200065612793,16.91200065612793,16.91200065612793,0,EDEF.MI
2025-09-19,17.187999725341797,17.187999725341797,17.187999725341797,17.027999877929688,17.027999877929688,121,EDEF.MI
2025-09-22,17.26799964904785,17.26799964904785,17.26799964904785,17.341999053955078,17.341999053955078,60,EDEF.MI
2025-09-23,17.281999588012695,17.281999588012695,17.281999588012695,17.218000411987305,17.218000411987305,30,EDEF.MI
2025-09-24,17.218000411987305,17.218000411987305,17.218000411987305,17.218000411987305,17.218000411987305,0,EDEF.MI
2025-09-25,17.790000915527344,17.790000915527344,17.790000915527344,17.724000930786133,17.724000930786133,563,EDEF.MI
2025-09-26,17.833999633789062,17.833999633789062,17.833999633789062,17.79800033569336,17.79800033569336,224,EDEF.MI
2025-09-29,17.829999923706055,18.22599983215332,17.829999923706055,18.219999313354492,18.219999313354492,1789,EDEF.MI
2025-09-30,18.076000213623047,18.076000213623047,18.076000213623047,18.187999725341797,18.187999725341797,110,EDEF.MI
2025-10-01,18.020000457763672,18.170000076293945,18.020000457763672,18.18600082397461,18.18600082397461,2604,EDEF.MI
2025-10-02,19.09000015258789,19.09000015258789,18.47599983215332,18.59600067138672,18.59600067138672,1124,EDEF.MI
2025-10-03,19.520000457763672,19.520000457763672,18.736000061035156,18.766000747680664,18.766000747680664,2228,EDEF.MI
2025-10-06,19.246000289916992,19.246000289916992,18.600000381469727,18.600000381469727,18.600000381469727,1228,EDEF.MI
