Date,Ticker,Open,High,Low,Close,Volume
2024-05-21,BS26.MI,5.272019863128662,5.272019863128662,5.272019863128662,5.272019863128662,0
2024-05-22,BS26.MI,5.268189907073975,5.268189907073975,5.268189907073975,5.268189907073975,0
2024-05-23,BS26.MI,5.263879776000977,5.263879776000977,5.263879776000977,5.263879776000977,0
2024-05-24,BS26.MI,5.263539791107178,5.263539791107178,5.263539791107178,5.263539791107178,0
2024-05-27,BS26.MI,4.809999942779541,4.831999778747559,4.808499813079834,4.831999778747559,68218
2024-05-28,BS26.MI,4.828000068664551,4.843999862670898,4.827499866485596,4.843999862670898,25198
2024-05-29,BS26.MI,4.843500137329102,4.865499973297119,4.843500137329102,4.864999771118164,28482
2024-05-30,BS26.MI,4.864999771118164,4.864999771118164,4.864999771118164,4.864999771118164,0
2024-05-31,BS26.MI,4.869500160217285,4.869999885559082,4.850500106811523,4.869999885559082,27399
2024-06-03,BS26.MI,4.869999885559082,4.869999885559082,4.869999885559082,4.869999885559082,0
2024-06-04,BS26.MI,4.862500190734863,4.863999843597412,4.862500190734863,4.862500190734863,2202
2024-06-05,BS26.MI,4.862500190734863,4.862500190734863,4.862500190734863,4.862500190734863,0
2024-06-06,BS26.MI,4.862500190734863,4.862500190734863,4.862500190734863,4.862500190734863,0
2024-06-07,BS26.MI,4.862500190734863,4.862500190734863,4.862500190734863,4.862500190734863,0
2024-06-10,BS26.MI,4.862500190734863,4.862500190734863,4.862500190734863,4.862500190734863,0
2024-06-11,BS26.MI,4.862500190734863,4.862500190734863,4.862500190734863,4.862500190734863,0
2024-06-12,BS26.MI,4.862500190734863,4.862500190734863,4.862500190734863,4.862500190734863,0
2024-06-13,BS26.MI,4.862500190734863,4.862500190734863,4.862500190734863,4.862500190734863,0
2024-06-14,BS26.MI,4.862500190734863,4.862500190734863,4.862500190734863,4.862500190734863,0
2024-06-17,BS26.MI,4.940000057220459,4.940000057220459,4.939000129699707,4.939000129699707,1061
2024-06-18,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-06-19,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-06-20,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-06-21,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-06-24,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-06-25,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-06-26,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-06-27,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-06-28,BS26.MI,4.939000129699707,4.939000129699707,4.939000129699707,4.939000129699707,0
2024-07-01,BS26.MI,4.933000087738037,4.941500186920166,4.933000087738037,4.941500186920166,1011
2024-07-02,BS26.MI,4.941500186920166,4.941500186920166,4.941500186920166,4.941500186920166,0
2024-07-03,BS26.MI,4.941500186920166,4.941500186920166,4.941500186920166,4.941500186920166,0
2024-07-04,BS26.MI,4.941500186920166,4.941500186920166,4.941500186920166,4.941500186920166,0
2024-07-05,BS26.MI,4.941500186920166,4.941500186920166,4.941500186920166,4.941500186920166,0
2024-07-08,BS26.MI,4.941500186920166,4.941500186920166,4.941500186920166,4.941500186920166,0
2024-07-09,BS26.MI,4.918499946594238,4.925000190734863,4.918499946594238,4.925000190734863,1069
2024-07-10,BS26.MI,4.925000190734863,4.925000190734863,4.925000190734863,4.925000190734863,0
2024-07-11,BS26.MI,4.925000190734863,4.925000190734863,4.925000190734863,4.925000190734863,0
2024-07-12,BS26.MI,4.910999774932861,4.910999774932861,4.894499778747559,4.894499778747559,2142
2024-07-15,BS26.MI,4.894499778747559,4.894499778747559,4.894499778747559,4.894499778747559,0
2024-07-16,BS26.MI,4.894499778747559,4.894499778747559,4.894499778747559,4.894499778747559,0
2024-07-17,BS26.MI,4.887499809265137,4.890999794006348,4.887499809265137,4.888999938964844,7518
2024-07-18,BS26.MI,4.888999938964844,4.888999938964844,4.888999938964844,4.888999938964844,0
2024-07-19,BS26.MI,4.888999938964844,4.888999938964844,4.888999938964844,4.888999938964844,0
2024-07-22,BS26.MI,4.888999938964844,4.888999938964844,4.888999938964844,4.888999938964844,0
