dt,close
2015-12-21,1.0
2015-12-22,1.000685573126789
2015-12-23,1.0214603324857043
2015-12-28,1.0071990932398285
2015-12-29,1.0320877098384191
2015-12-30,1.0301679376918336
2015-12-31,1.0301679376918336
2016-01-04,0.9981487537801728
2016-01-05,1.0113129504795038
2016-01-06,0.9973260241801318
2016-01-07,0.9696948012151793
2016-01-08,0.9471374261829303
2016-01-11,0.9442577679630518
2016-01-12,0.9574219646623829
2016-01-13,0.9622900255753408
2016-01-14,0.9434350383630111
2016-01-15,0.9160096024178043
2016-01-18,0.9208090327842683
2016-01-19,0.9249914159507017
2016-01-20,0.8967431457857185
2016-01-21,0.9270483445705394
2016-01-22,0.9457661753096172
2016-01-25,0.9448748151630826
2016-01-26,0.9408295884699012
2016-01-27,0.9306135759172068
2016-01-28,0.9189577865644409
2016-01-29,0.9513198093493639
2016-02-01,0.9576961729891514
2016-02-02,0.9576961729891514
2016-02-03,0.917997900491148
2016-02-04,0.9119642711048872
2016-02-05,0.8964004115321919
2016-02-08,0.8582104417610182
2016-02-09,0.8584847023976545
2016-02-10,0.8687692408771072
2016-02-11,0.8396297151853248
2016-02-12,0.8673294117671679
2016-02-15,0.8673294117671679
2016-02-16,0.8673294117671679
2016-02-17,0.910730176704826
2016-02-18,0.9194377819109552
2016-02-19,0.9194377819109552
2016-02-22,0.9340417554103576
2016-02-23,0.922728804930854
2016-02-24,0.922728804930854
2016-02-25,0.922728804930854
2016-02-26,0.9456290188363652
2016-02-29,0.9535824203692117
2016-03-01,0.9635926459021603
2016-03-02,0.9717517298350169
2016-03-03,0.9598217321554826
2016-03-04,0.9662666217220283
2016-03-07,0.9602330969555029
2016-03-08,0.9504284492028289
2016-03-09,0.9563935526623316
2016-03-10,0.9398011764698497
2016-03-11,0.9579019600088969
2016-03-14,0.9672266124150567
2016-03-15,0.9667466170685425
2016-03-16,0.9743571797281267
2016-03-17,0.9661295698685118
2016-03-18,0.9661295698685118
2016-03-21,0.9736715019816023
2016-03-22,0.9821734247877213
2016-03-23,0.9824476331144897
2016-03-24,0.9824476331144897
2016-03-29,0.9808706998411663
2016-03-30,0.9808706998411663
2016-03-31,0.9808706998411663
2016-04-01,0.9808706998411663
2016-04-04,0.9808021739144079
2016-04-05,0.972300251108289
2016-04-06,0.9727802464548031
2016-04-07,0.9666094605952903
2016-04-08,0.9686663892151279
2016-04-11,0.9704490048884615
2016-04-12,0.9690777540151483
2016-04-13,0.993143641013698
2016-04-14,0.9969145547603756
2016-04-15,0.9939663706137388
2016-04-18,0.9886184189740023
2016-04-19,0.9832018367877721
2016-04-20,0.9919094419939012
2016-04-21,0.9919094419939012
2016-04-22,0.9790194536213386
2016-04-25,0.9729172983083194
2016-04-26,0.9696948012151788
2016-04-27,0.9572162822623722
2016-04-28,0.965718205068491
2016-04-29,0.9242372122774185
2016-05-02,0.9241685817309248
2016-05-03,0.9194377819109544
2016-05-04,0.9167638060910861
2016-05-05,0.9265683492240244
2016-05-06,0.9265683492240244
2016-05-09,0.9323276656637813
2016-05-10,0.9323276656637813
2016-05-11,0.9393897070500933
2016-05-12,0.9295166379903966
2016-05-13,0.9471374261829296
2016-05-16,0.9456290188363644
2016-05-17,0.9446006068363133
2016-05-18,0.9515940176761316
2016-05-19,0.9456975447631226
2016-05-20,0.9621528691020881
2016-05-23,0.9640041153219155
2016-05-24,0.9810078563144178
2016-05-25,0.9888241013740123
2016-05-26,0.9883441060274981
2016-05-27,0.9975317065801415
2016-05-30,1.0017826156733332
2016-05-31,1.0000685259267577
2016-06-01,0.9962975075603446
2016-06-02,0.9934863752672244
2016-06-03,0.9755227482014293
2016-06-06,0.9801851267143769
2016-06-07,0.9858072866808818
2016-06-08,0.9801164961678831
2016-06-09,0.9849159265343472
2016-06-10,0.9849159265343472
2016-06-13,0.9737401325280955
2016-06-14,0.9678436596150867
2016-06-15,0.9722317251815303
2016-06-16,0.9722317251815303
2016-06-17,0.9605759358287645
2016-06-20,0.9742200232548743
2016-06-21,0.9762084259479537
2016-06-22,0.9786767193678116
2016-06-23,0.9753170658014191
2016-06-24,0.9659924133952593
2016-06-27,0.9423379958164655
2016-06-28,0.9476174215294438
2016-06-29,0.9640726412486739
2016-06-30,0.9730544547815715
2016-07-01,0.9775111508945088
2016-07-04,0.9776482027480253
2016-07-05,0.9703804789617032
2016-07-06,0.9720945687082787
2016-07-07,0.9803221785678936
2016-07-08,0.9973945501068897
2016-07-11,1.0095303348061697
2016-07-12,1.0154268077191786
2016-07-13,1.0136440874261095
2016-07-14,1.0198833992123806
2016-07-15,1.0212546500856938
2016-07-18,1.0297565728918128
2016-07-19,1.0340761125314981
2016-07-20,1.0501199674507076
2016-07-21,1.0473773610843455
2016-07-22,1.0485429295576487
2016-07-25,1.050188493377466
2016-07-26,1.0519711090507997
2016-07-27,1.0615700744034635
2016-07-28,1.053753829343869
2016-07-29,1.050942697050749
2016-08-01,1.0528624691973347
2016-08-02,1.037641343878166
2016-08-03,1.0425094047911239
2016-08-04,1.05457655894391
2016-08-05,1.0698662101898369
2016-08-08,1.071511774009654
2016-08-09,1.0755570007028354
2016-08-10,1.0647925714966042
2016-08-11,1.069043480589796
2016-08-12,1.0678779121164927
2016-08-16,1.0605415577836768
2016-08-17,1.053822355270627
2016-08-18,1.0543023506171412
2016-08-19,1.0564963310904953
2016-08-22,1.052519630324072
2016-08-23,1.0609530272034327
2016-08-24,1.0633526900767971
2016-08-25,1.059855984656888
2016-08-26,1.0686321157897753
2016-08-29,1.0732258637562293
2016-08-30,1.073020181356219
2016-08-31,1.0725401860097048
2016-09-01,1.0673293908432202
2016-09-02,1.0796708579425105
2016-09-05,1.0798080144157625
2016-09-06,1.0737058591027433
2016-09-07,1.076791199722632
2016-09-08,1.070414731463109
2016-09-09,1.0632156382232805
2016-09-12,1.0548508718904135
2016-09-13,1.0523825784705554
2016-09-14,1.0604045059301601
2016-09-15,1.073500176702733
2016-09-16,1.0772025645226522
2016-09-19,1.0822076772891265
2016-09-20,1.080287905142541
2016-09-21,1.0861843780555498
2016-09-22,1.092766528715083
2016-09-23,1.087692785402115
2016-09-26,1.0715802999364117
2016-09-27,1.0857730132555292
2016-09-28,1.0876242594753567
2016-09-29,1.0863900604555599
2016-09-30,1.0913266472952758
2016-10-03,1.0920808509685584
2016-10-04,1.0966745989350124
2016-10-05,1.0931778935151033
2016-10-06,1.0942063055151543
2016-10-07,1.0958518693349715
